Sample_ID,Mineralogy,Phase,Analytical_Method,d33,d34,d36,D33S,D36S,age_mean,Source,DOI,Publication_Date,NON_ATM_FLAG
190575A,pyrite,Sulfide,SIMS,0.8,0.03,,0.79,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190575B,pyrite,Sulfide,SIMS,-0.16,-0.32,,0.01,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190575C,pyrite,Sulfide,SIMS,1.04,1.72,,0.16,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190575E,pyrite,Sulfide,SIMS,0.09,0.98,,-0.41,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190575F,pyrite,Sulfide,SIMS,0.63,1.05,,0.1,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190575G,pyrite,Sulfide,SIMS,-0.01,0.85,,-0.44,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190575I,pyrite,Sulfide,SIMS,0.75,1.36,,0.06,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190575J,pyrite,Sulfide,SIMS,0.94,1.42,,0.21,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190578A@1,pyrite,Sulfide,SIMS,-1.2,-2.62,,0.16,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190578C,pyrite,Sulfide,SIMS,1.41,2.15,,0.31,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190578D,pyrite,Sulfide,SIMS,0.91,1.3,,0.25,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569Ba,pyrite,Sulfide,SIMS,-0.87,3.27,,-2.64,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569C,pyrite,Sulfide,SIMS,3.29,1.78,,2.29,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569D,pyrite,Sulfide,SIMS,0.8,2.18,,-0.41,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569E@1,pyrite,Sulfide,SIMS,3.28,2.69,,1.81,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569E@2,pyrite,Sulfide,SIMS,3.65,3.46,,1.78,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569F@1,pyrite,Sulfide,SIMS,-4.16,-7.93,,-0.16,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569F@2,pyrite,Sulfide,SIMS,-4.77,-9.07,,-0.18,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569F@3,pyrite,Sulfide,SIMS,-3.31,-6.43,,-0.07,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569G,pyrite,Sulfide,SIMS,-1.38,-2.6,,-0.13,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190569H,pyrite,Sulfide,SIMS,0.32,-0.21,,0.34,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190583A,pyrite,Sulfide,SIMS,0.35,1.14,,-0.23,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190583B@1,pyrite,Sulfide,SIMS,9.29,5.88,,6.27,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190583B@2,pyrite,Sulfide,SIMS,9.1,5.82,,6.12,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190583B@3,pyrite,Sulfide,SIMS,9.1,5.61,,6.22,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190583C,pyrite,Sulfide,SIMS,0.75,1.16,,0.16,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
190583E,pyrite,Sulfide,SIMS,-3.3,-6.58,,0.11,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504A@1,pyrite,Sulfide,SIMS,-0.48,-1.07,,-0.01,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504B@1,pyrite,Sulfide,SIMS,0.92,1.23,,0.2,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504C@1,pyrite,Sulfide,SIMS,0.68,0.98,,0.09,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504E@1,pyrite,Sulfide,SIMS,0.59,0.55,,0.22,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504E@2,pyrite,Sulfide,SIMS,0.24,0.06,,0.13,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504E@3,pyrite,Sulfide,SIMS,0.37,0.11,,0.23,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504E@4,pyrite,Sulfide,SIMS,-1.87,-3.95,,0.08,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504F@1,pyrite,Sulfide,SIMS,0.42,0.97,,-0.17,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
194504F@2,pyrite,Sulfide,SIMS,0.31,0.11,,0.18,,2445,Swanner et al. 2013,10.1016/j.chemgeo.2013.07.022,2013,detrital but some argued as authigenic
Ch_9_7,Whole Rock,Mixed,Bulk SF6,,-19.5,,0.07,-1.13,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_10_3,Whole Rock,Mixed,Bulk SF6,,-32,,0.07,-0.65,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_10_9,Whole Rock,Mixed,Bulk SF6,,-10.4,,0.06,-1.18,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_12_8,Whole Rock,Mixed,Bulk SF6,,-26.7,,0.02,-0.38,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_13_5,Whole Rock,Mixed,Bulk SF6,,-26.8,,0.04,-1.4,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_14_5,Whole Rock,Mixed,Bulk SF6,,-27.1,,0.05,-0.55,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_15_1,Whole Rock,Mixed,Bulk SF6,,-31.9,,0.07,-1.49,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_16_5,Whole Rock,Mixed,Bulk SF6,,-28.1,,0.05,-0.24,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_17_9,Whole Rock,Mixed,Bulk SF6,,-26.4,,0.04,-0.3,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_18_5,Whole Rock,Mixed,Bulk SF6,,-24.6,,0.04,-0.14,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_19_0,Whole Rock,Mixed,Bulk SF6,,-26.1,,0.02,-1.25,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_20_0,Whole Rock,Mixed,Bulk SF6,,-31.3,,0.07,-1.38,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_21_1,Whole Rock,Mixed,Bulk SF6,,-25.8,,0.01,-0.38,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_22_0,Whole Rock,Mixed,Bulk SF6,,-22.5,,0.02,-1.08,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_22_6,Whole Rock,Mixed,Bulk SF6,,-25.2,,0.03,-0.34,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_23_0,Whole Rock,Mixed,Bulk SF6,,-29.4,,0.03,2.63,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,outlier
Ch_23_6,Whole Rock,Mixed,Bulk SF6,,-24,,0.01,-0.86,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_24_0,Whole Rock,Mixed,Bulk SF6,,-26.3,,0.03,-0.26,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_24_5,Whole Rock,Mixed,Bulk SF6,,-20.9,,0.02,-0.9,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_25_5,Whole Rock,Mixed,Bulk SF6,,-23.6,,0.02,-1.37,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_27_0,Whole Rock,Mixed,Bulk SF6,,5.7,,-0.03,-0.37,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_27_5,Whole Rock,Mixed,Bulk SF6,,6.2,,-0.03,0.42,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_29_0,Whole Rock,Mixed,Bulk SF6,,-17.5,,-0.03,0.33,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_29_7,Whole Rock,Mixed,Bulk SF6,,-7.8,,-0.02,0.67,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_30_7,Whole Rock,Mixed,Bulk SF6,,-6.4,,-0.04,-0.54,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_31_7,Whole Rock,Mixed,Bulk SF6,,-7.3,,0,-0.8,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_32_2,Whole Rock,Mixed,Bulk SF6,,-11.2,,-0.03,0.85,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_32_7,Whole Rock,Mixed,Bulk SF6,,-17,,-0.03,-0.85,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_34_0,Whole Rock,Mixed,Bulk SF6,,-9.3,,-0.04,0.66,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_35_4,Whole Rock,Mixed,Bulk SF6,,-4.9,,-0.04,-0.57,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_36_5,Whole Rock,Mixed,Bulk SF6,,-11.8,,-0.06,0.3,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
Ch_38_1,Whole Rock,Mixed,Bulk SF6,,-15.9,,-0.05,-0.76,326,Siedenberg et al. 2016,10.1016/j.chemgeo.2016.08.017,2016,OK
30-Apr,pyrite,Sulfide,Bulk SF6,,-30.41,,0.06,-1.14,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
30-Mar,pyrite,Sulfide,Bulk SF6,,-32.37,,0.08,-1.42,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
30-2,pyrite,Sulfide,Bulk SF6,,-27.32,,0.06,-1.14,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
30-Jan,pyrite,Sulfide,Bulk SF6,,-34.73,,0.11,-0.69,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
29-Mar,pyrite,Sulfide,Bulk SF6,,-31.39,,0.07,-1.14,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
29-2-C,pyrite,Sulfide,Bulk SF6,,-25.54,,0.08,-0.8,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
29-2-B,pyrite,Sulfide,Bulk SF6,,-32.92,,0.08,-0.45,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
29-2-A,pyrite,Sulfide,Bulk SF6,,-20.96,,0.01,-0.41,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
29-Jan,pyrite,Sulfide,Bulk SF6,,-28.16,,0,-0.94,251.88,Shen et al. 2011,10.1038/ncomms1217,2011,OK
27-C,pyrite,Sulfide,Bulk SF6,,-31.2,,0.07,-0.75,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
27-B,pyrite,Sulfide,Bulk SF6,,-34.6,,0.1,-0.74,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
27-A,pyrite,Sulfide,Bulk SF6,,-30.7,,0.06,-0.46,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
26,pyrite,Sulfide,Bulk SF6,,-33.72,,0.03,-0.95,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
25-26-3A,pyrite,Sulfide,Bulk SF6,,-27.35,,0.05,-0.62,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
25-26-2A,pyrite,Sulfide,Bulk SF6,,-24.78,,0.1,-0.48,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
25-26-1A,pyrite,Sulfide,Bulk SF6,,-28.27,,0.05,-0.87,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
25-3A,pyrite,Sulfide,Bulk SF6,,-26.03,,0.04,-0.83,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
25-2A,pyrite,Sulfide,Bulk SF6,,-25.8,,0.04,-0.52,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
25-1A,pyrite,Sulfide,Bulk SF6,,-30.93,,0.08,-0.53,251.94,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-e5,pyrite,Sulfide,Bulk SF6,,-17.54,,0.12,-0.9,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24(e2-4),pyrite,Sulfide,Bulk SF6,,-19.94,,0.11,-0.53,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24 (e1),pyrite,Sulfide,Bulk SF6,,2.88,,-0.05,0,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D11,pyrite,Sulfide,Bulk SF6,,-33.01,,0.05,-0.28,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D10,pyrite,Sulfide,Bulk SF6,,-22.54,,0.07,-0.7,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D9,pyrite,Sulfide,Bulk SF6,,-17.17,,0,-0.29,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D8,pyrite,Sulfide,Bulk SF6,,-23.49,,0.02,-0.47,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D6,pyrite,Sulfide,Bulk SF6,,-17.82,,-0.03,0.08,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D5,pyrite,Sulfide,Bulk SF6,,-29.87,,0.02,-0.4,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D4,pyrite,Sulfide,Bulk SF6,,-31.68,,0.06,-0.6,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D3,pyrite,Sulfide,Bulk SF6,,-28.68,,0.09,-0.68,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24D2-B,pyrite,Sulfide,Bulk SF6,,-26.33,,0.07,-0.8,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D2-A,pyrite,Sulfide,Bulk SF6,,-27.07,,0.04,-0.79,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-D1,pyrite,Sulfide,Bulk SF6,,-27.7,,0.07,-0.35,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-B,pyrite,Sulfide,Bulk SF6,,-6.26,,-0.02,0.06,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24-A-up,pyrite,Sulfide,Bulk SF6,,-22.45,,0.03,-0.92,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
24A-down,pyrite,Sulfide,Bulk SF6,,-24.11,,0.07,-1.13,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-Sep,pyrite,Sulfide,Bulk SF6,,-22.76,,0.04,-0.88,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-8B,pyrite,Sulfide,Bulk SF6,,-21.16,,0.1,-0.31,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-8A,pyrite,Sulfide,Bulk SF6,,-29.79,,0.05,-0.71,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-7-B,pyrite,Sulfide,Bulk SF6,,-26.95,,0.08,-0.47,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-7-A,pyrite,Sulfide,Bulk SF6,,-24.66,,0.05,-0.55,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-6-B,pyrite,Sulfide,Bulk SF6,,-24.92,,0.08,-0.49,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-6-A,pyrite,Sulfide,Bulk SF6,,-23.5,,0.13,-0.39,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-May,pyrite,Sulfide,Bulk SF6,,-24.53,,0.04,-0.91,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-4-up,pyrite,Sulfide,Bulk SF6,,-23.62,,0.04,-0.84,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-4-down,pyrite,Sulfide,Bulk SF6,,-30.55,,0.02,-0.79,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-3-B,pyrite,Sulfide,Bulk SF6,,-18.96,,0.12,-0.39,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-3-A,pyrite,Sulfide,Bulk SF6,,-21.36,,0.04,-0.95,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-2-middle,pyrite,Sulfide,Bulk SF6,,-16.03,,0.03,-0.86,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-2-down,pyrite,Sulfide,Bulk SF6,,-22.34,,0.09,-0.46,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-1-up-C,pyrite,Sulfide,Bulk SF6,,-16.87,,0.05,-0.28,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-1-up-B,pyrite,Sulfide,Bulk SF6,,-15.58,,0.01,-0.66,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-1-up-A,pyrite,Sulfide,Bulk SF6,,-18.56,,0.07,-0.28,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
23-1-down,pyrite,Sulfide,Bulk SF6,,-11.82,,-0.02,-0.44,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-16,pyrite,Sulfide,Bulk SF6,,-16.04,,0.03,-0.85,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-15B,pyrite,Sulfide,Bulk SF6,,-17.72,,0.09,-0.2,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-14,pyrite,Sulfide,Bulk SF6,,-25.65,,0,-1.06,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-12-13-C,pyrite,Sulfide,Bulk SF6,,-22.67,,0.04,-0.33,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-12-13-B,pyrite,Sulfide,Bulk SF6,,-22.4,,0.06,-0.35,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-12-13-A,pyrite,Sulfide,Bulk SF6,,-21.13,,0.04,-0.91,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-Nov,pyrite,Sulfide,Bulk SF6,,-21.86,,-0.04,0.91,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
22-1-B,pyrite,Sulfide,Bulk SF6,,-22.04,,0.07,-0.43,251.4,Shen et al. 2011,10.1038/ncomms1217,2011,OK
" 4H-2, 56  ",pyrite,Sulfide,Bulk SF6,,-39.29,,0.1,-1.21,1.45,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 59  ",pyrite,Sulfide,Bulk SF6,,-44.38,,0.11,-1.25,1.45,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 64  ",pyrite,Sulfide,Bulk SF6,,-40.96,,0.11,-1.31,1.45,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 66  ",pyrite,Sulfide,Bulk SF6,,-39.92,,0.1,-1.27,1.45,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 70  ",pyrite,Sulfide,Bulk SF6,,-33.82,,0.12,-1.27,1.45,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 74  ",pyrite,Sulfide,Bulk SF6,,-36.62,,0.12,-1.26,1.46,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 78  ",pyrite,Sulfide,Bulk SF6,,-33.47,,0.1,-0.85,1.46,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 84  ",pyrite,Sulfide,Bulk SF6,,-38.8,,0.1,-1.31,1.46,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 90  ",pyrite,Sulfide,Bulk SF6,,-45.11,,0.11,,1.46,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 4H-2, 94  ",pyrite,Sulfide,Bulk SF6,,-47.52,,0.13,-1.42,1.46,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
" 5H-2, 133  ",pyrite,Sulfide,Bulk SF6,,-33.48,,0.12,,1.83,Scheiderich et al. 2010,10.1016/j.chemgeo.2010.10.015,2010,OK
CRS 0,pyrite,Sulfide,Bulk SF6,,-8.97,,0.1,-0.1,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 3,pyrite,Sulfide,Bulk SF6,,-9.87,,-0.02,-0.2,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 5,pyrite,Sulfide,Bulk SF6,,-5.04,,-0.06,0.17,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 11,pyrite,Sulfide,Bulk SF6,,-3.84,,0.04,-0.34,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 13,pyrite,Sulfide,Bulk SF6,,-3.22,,0.03,-0.73,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 16,pyrite,Sulfide,Bulk SF6,,-5.37,,0.07,-0.58,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 19,pyrite,Sulfide,Bulk SF6,,12.21,,0.09,-0.77,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 21,pyrite,Sulfide,Bulk SF6,,26.21,,0.06,-0.37,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 23,pyrite,Sulfide,Bulk SF6,,1.65,,0.06,-0.74,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 30,pyrite,Sulfide,Bulk SF6,,-3.93,,0.16,-1.39,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 31,pyrite,Sulfide,Bulk SF6,,0.32,,0.11,-0.88,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 32,pyrite,Sulfide,Bulk SF6,,8.94,,0.08,-0.83,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CRS 35,pyrite,Sulfide,Bulk SF6,,16.97,,0.04,-0.58,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CA -0.63,pyrite,Sulfide,Bulk SF6,,8.88,,0.06,-0.72,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CA -6.65,pyrite,Sulfide,Bulk SF6,,3.74,,0.08,-0.71,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CA -20.6,pyrite,Sulfide,Bulk SF6,,4.36,,0.04,-0.49,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -34,pyrite,Sulfide,Bulk SF6,,0.39,,0.05,-0.55,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -40,pyrite,Sulfide,Bulk SF6,,2.91,,0.03,-0.36,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -60,pyrite,Sulfide,Bulk SF6,,8.28,,0.04,-0.5,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -80,pyrite,Sulfide,Bulk SF6,,7.07,,-0.01,-0.3,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -96,pyrite,Sulfide,Bulk SF6,,6.13,,-0.02,-0.4,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -106,pyrite,Sulfide,Bulk SF6,,11.61,,0.06,-0.51,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
CAS -114,pyrite,Sulfide,Bulk SF6,,7.65,,0.06,-0.5,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 22,pyrite,Sulfide,Bulk SF6,,17.23,,0,-13,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,outlier
Tes 24,pyrite,Sulfide,Bulk SF6,,25.67,,0.04,-0.31,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 26,pyrite,Sulfide,Bulk SF6,,24.73,,0.02,-0.17,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 28,pyrite,Sulfide,Bulk SF6,,24.78,,0.06,-0.39,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 30,pyrite,Sulfide,Bulk SF6,,25.38,,0.01,-0.08,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 32,pyrite,Sulfide,Bulk SF6,,15.93,,0.04,-0.52,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 34,pyrite,Sulfide,Bulk SF6,,21.71,,0.04,-0.32,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 36,pyrite,Sulfide,Bulk SF6,,13.57,,0.05,-0.6,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 38,pyrite,Sulfide,Bulk SF6,,17.9,,0.01,-0.28,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 46,pyrite,Sulfide,Bulk SF6,,28.85,,-0.03,0.32,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 48,pyrite,Sulfide,Bulk SF6,,18.66,,-0.01,-0.15,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
TeS 50,pyrite,Sulfide,Bulk SF6,,25.9,,-0.02,0.19,600,Sansjofre et al. 2016,10.1038/ncomms12192,2016,OK
