Sample_ID,Mineralogy,Phase,Analytical_Method,d33,d34,d36,D33S,D36S,age_mean,Source,DOI,Publication_Date,NON_ATM_FLAG
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,1.5735,,0.0559,-0.2202,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,1.5823,,-0.1369,-0.03,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,0.538,,0.0369,0.2419,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,1.2162,,0.0388,0.0371,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,1.2573,,0.0738,-0.4053,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,1.2547,,-0.0797,0.0074906,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,-1.8193,,-0.0614,-0.1893,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,0.6947,,0.0167,-0.0995,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-B-mt_M03,Pyrite,Sulfide,SIMS,,0.3097,,0.0124,0.5091,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-0.1507,,0.053,-0.072,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-1.4702,,0.00094816,-0.00012569,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,1.0768,,0.0446,-0.2346,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.7478,,-0.0299,0.0915,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.9839,,0.011,0.2768,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-2.1312,,-0.0377,0.2751,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-0.1807,,0.0572,0.0689,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,1.6421,,0.0365,-0.0277,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.9662,,0.0646,0.3728,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.8192,,0.0813,0.4228,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,1.0154,,0.0675,0.4761,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.5734,,0.0164,-0.1308,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-0.2453,,-0.0362,0.5087,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.7037,,0.0626,0.3765,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-0.0592,,0.0577,0.4791,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.5485,,0.0107,0.6456,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,1.1358,,0.0667,0.6044,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.7045,,0.0546,0.2933,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,1.5204,,0.0212,0.4258,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-2.4114,,-0.0071963,0.3187,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-0.6654,,0.039,0.3291,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.2492,,-0.0323,0.3761,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.1407,,-0.0427,0.7828,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.7915,,0.0429,0.306,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-2.4277,,-0.0668,0.118,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,-0.082,,0.0371,0.4189,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.1771,,0.0614,0.3126,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-D-mt_M04_b,Pyrite,Sulfide,SIMS,,0.441,,0.0798,0.3352,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-C-mt_M04_b,Pyrite,Sulfide,SIMS,,-0.2116,,-0.0074575,-0.2152,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-C-mt_M04_b,Pyrite,Sulfide,SIMS,,-1.256,,-0.002797,0.3617,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-C-mt_M04_b,Pyrite,Sulfide,SIMS,,2.2338,,0.0174,-0.0091571,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-C-mt_M04_b,Pyrite,Sulfide,SIMS,,0.1579,,0.0431,-0.2033,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
11-ROV09-C-mt_M04_b,Pyrite,Sulfide,SIMS,,1.6167,,0.0133,0.0609,0,"Roerdink et al., 2016",10.1016/j.precamres.2016.05.007,2016,OK
C-175-16.6,Pyrite,Sulfide,Bulk SF6,,9.26,,0.01,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-30.2,Pyrite,Sulfide,Bulk SF6,,0.63,,0.01,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-33.7,Pyrite,Sulfide,Bulk SF6,,12.48,,0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-36.5,Pyrite,Sulfide,Bulk SF6,,17.24,,0,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-36.9,Pyrite,Sulfide,Bulk SF6,,22.19,,-0.05,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-38.4,Pyrite,Sulfide,Bulk SF6,,8.57,,0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-54.9,Pyrite,Sulfide,Bulk SF6,,16.46,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-57.3,Pyrite,Sulfide,Bulk SF6,,18.99,,-0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-61.5,pyrite,Sulfide,Bulk SF6,,7.31,,0.1,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-70.6,pyrite,Sulfide,Bulk SF6,,24.1,,-0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-72.6,pyrite,Sulfide,Bulk SF6,,21.75,,-0.05,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-75.2,pyrite,Sulfide,Bulk SF6,,17.61,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-80.3,pyrite,Sulfide,Bulk SF6,,19.96,,-0.04,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-81.8,pyrite,Sulfide,Bulk SF6,,14.79,,0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-84.5,pyrite,Sulfide,Bulk SF6,,24.45,,-0.06,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-86.9,pyrite,Sulfide,Bulk SF6,,25.2,,-0.04,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-95.3,pyrite,Sulfide,Bulk SF6,,23.45,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-96.9,pyrite,Sulfide,Bulk SF6,,26.94,,-0.07,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-97,pyrite,Sulfide,Bulk SF6,,7.2,,-0.01,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-98.8,pyrite,Sulfide,Bulk SF6,,14.93,,0,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-101.5,pyrite,Sulfide,Bulk SF6,,5.28,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-175.2,pyrite,Sulfide,Bulk SF6,,16.71,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-176,pyrite,Sulfide,Bulk SF6,,16.48,,-0.06,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-179.4,pyrite,Sulfide,Bulk SF6,,14.73,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-180.7,pyrite,Sulfide,Bulk SF6,,14.85,,-0.05,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-194.8,pyrite,Sulfide,Bulk SF6,,17.46,,-0.06,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-204.3,pyrite,Sulfide,Bulk SF6,,12.16,,-0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-206.1,pyrite,Sulfide,Bulk SF6,,17.62,,0.04,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-217.2,pyrite,Sulfide,Bulk SF6,,12.9,,-0.04,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-175-218.6,pyrite,Sulfide,Bulk SF6,,14.31,,-0.01,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-100,Pyrite,Sulfide,Bulk SF6,,15.92,,-0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-136.5,Pyrite,Sulfide,Bulk SF6,,14.87,,-0.05,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-146.6,Pyrite,Sulfide,Bulk SF6,,13.86,,0,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-156,Pyrite,Sulfide,Bulk SF6,,5.72,,0,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-16,Pyrite,Sulfide,Bulk SF6,,17.42,,-0.05,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-184,Pyrite,Sulfide,Bulk SF6,,16.42,,-0.05,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-199,Pyrite,Sulfide,Bulk SF6,,-3.93,,0.01,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-204,Pyrite,Sulfide,Bulk SF6,,-7.34,,-0.1,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-230,Pyrite,Sulfide,Bulk SF6,,-18.13,,0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-234.5,Pyrite,Sulfide,Bulk SF6,,-19.1,,0.04,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-238.5,Pyrite,Sulfide,Bulk SF6,,-19.11,,0.07,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-245,Pyrite,Sulfide,Bulk SF6,,-17.94,,0.04,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-248,Pyrite,Sulfide,Bulk SF6,,-15.27,,0.01,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-287.5,Pyrite,Sulfide,Bulk SF6,,-18.18,,0.01,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-292.5,Pyrite,Sulfide,Bulk SF6,,-19.15,,0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-293.2,Pyrite,Sulfide,Bulk SF6,,-19.19,,0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-295.6,Pyrite,Sulfide,Bulk SF6,,-19.45,,0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-83,Pyrite,Sulfide,Bulk SF6,,15.41,,-0.02,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-86.9,Pyrite,Sulfide,Bulk SF6,,13.26,,-0.04,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-92.5,Pyrite,Sulfide,Bulk SF6,,15.87,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
C-5190-96,Pyrite,Sulfide,Bulk SF6,,15.19,,-0.03,,2042,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-142.8,Pyrite,Sulfide,Bulk SF6,,-24.79,,0.09,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-146.2,Pyrite,Sulfide,Bulk SF6,,-22.75,,0.08,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-171.5,Pyrite,Sulfide,Bulk SF6,,-20.31,,0.09,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-173.67,Pyrite,Sulfide,Bulk SF6,,-17.18,,0.07,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-177.7,Pyrite,Sulfide,Bulk SF6,,-15.2,,0.08,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-181.25,Pyrite,Sulfide,Bulk SF6,,-16.26,,0.06,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-184.5,Pyrite,Sulfide,Bulk SF6,,-11.4,,0.05,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-200.7,Pyrite,Sulfide,Bulk SF6,,-19.53,,0.07,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-202.5,Pyrite,Sulfide,Bulk SF6,,-20.41,,0.08,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-209,Pyrite,Sulfide,Bulk SF6,,-20.92,,0.05,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-212.7,Pyrite,Sulfide,Bulk SF6,,-19.7,,0.06,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-216.8,Pyrite,Sulfide,Bulk SF6,,-15.41,,0.06,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-219.1,Pyrite,Sulfide,Bulk SF6,,-13.94,,0.05,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-224.87,Pyrite,Sulfide,Bulk SF6,,-6.52,,0.03,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
Strat 2-286.6,Pyrite,Sulfide,Bulk SF6,,-19.57,,0.07,,2135,"Scott et al., 2014",10.1016/j.epsl.2013.12.010,2014,OK
GIS-95-II,Pyrite,Sulfide,Bulk SF6,,-1.254,,-0.215,-0.15,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
GIS-96.6-II,Pyrite,Sulfide,Bulk SF6,,-1.849,,-0.29,-0.26,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
GIS-96.7-II,Pyrite,Sulfide,Bulk SF6,,-4.73,,-0.333,0.26,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21016,Barite,Sulfate,Bulk SF6,,4.159,,-1.143,1.46,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21019B,Barite,Sulfate,Bulk SF6,,4.839,,-1.019,1.17,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21019C,Barite,Sulfate,Bulk SF6,,5.689,,-0.976,0.8,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21022A,Barite,Sulfate,Bulk SF6,,5.289,,-1.215,1.27,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21025,Barite,Sulfate,Bulk SF6,,4.793,,-1.295,1.27,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21028,Barite,Sulfate,Bulk SF6,,4.275,,-1.309,1.34,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21031,Barite,Sulfate,Bulk SF6,,4.212,,-1.313,1.22,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
YS-NP124,Pyrite,Sulfide,Bulk SF6,,-7.763,,-0.582,-0.87,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP-124,Pyrite,Sulfide,Bulk SF6,,-3.252,,0.022,-1.27,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
YS-NP-89,Pyrite,Sulfide,Bulk SF6,,-19.686,,-1.213,0.49,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP-89,Pyrite,Sulfide,Bulk SF6,,-16.06,,-1.183,,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21019A,Pyrite,Sulfide,Bulk SF6,,-4.696,,-0.467,0.26,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21019B,Pyrite,Sulfide,Bulk SF6,,-6.315,,-0.495,0.52,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21019C,Pyrite,Sulfide,Bulk SF6,,-5.613,,-0.418,0.39,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21021,Pyrite,Sulfide,Bulk SF6,,-8.465,,-0.652,0.4,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21022A,Pyrite,Sulfide,Bulk SF6,,-10.442,,-0.805,0.93,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21025,Pyrite,Sulfide,Bulk SF6,,-8.087,,-0.667,0.45,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21026,Pyrite,Sulfide,Bulk SF6,,-9.575,,-0.671,0.01,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21031,Pyrite,Sulfide,Bulk SF6,,-7.155,,-0.699,0.62,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21016,Pyrite,Sulfide,Bulk SF6,,-12.929,,-0.829,,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
NP21029,Pyrite,Sulfide,Bulk SF6,,-10.349,,-1.269,1.31,3490,"Shen et al., 2009",10.1016/j.epsl.2009.01.018,2009,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.72676298,,-1.075175259,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-3.298646254,,-0.411177128,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-5.148130662,,-0.345574779,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-2.438770752,,-0.434115481,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-7.027451576,,1.667225874,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-5.045383733,,0.416957068,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-3.783704581,,0.391393214,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-3.004021167,,0.415784954,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-2.492018346,,-1.247127209,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.926379106,,-0.976899176,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.645148731,,-0.859590995,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-2.285657794,,-1.045264869,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.21629635,,-1.501041767,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.554957349,,-0.697205477,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.33147186,,-1.348889866,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-3.230701068,,-0.876652507,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.728846067,,-1.516205978,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.666543839,,-0.979465058,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-7.077620791,,1.063991567,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-6.883312516,,1.197572333,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-6.842648424,,1.02470189,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-7.064978908,,0.829215215,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-6.761503197,,1.345080888,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-5.838866298,,1.524142816,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-6.695185072,,1.090089792,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-9.511975755,,1.170387632,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.705802062,,-0.928639055,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.750517797,,-1.441977452,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.856518914,,-1.089790077,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.699751079,,-1.543164668,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.817210105,,-1.524926263,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.651350221,,-1.138744006,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-1.502038021,,-1.444783437,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.670663327,,-2.558079967,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-0.787978537,,-1.372741389,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
ABDP-9-138.09,Pyrite,Sulfide,SIMS,,-3.905036835,,-1.039790749,,2508,"Slotznick et al., 2022",﻿10.1126/sciadv.abj7190,2022,OK
